id;nombre;descripcion;ingredientes;precio
469;Crepes Suzette;Crepes flambéados en una salsa de naranja y Grand Marnier, un clásico postre francés.;Crepes (harina, huevos, leche, mantequilla), naranjas, azúcar, mantequilla, Grand Marnier (u otro licor de naranja), ralladura de naranja.;16000
470;Pescado a la Veracruzana;Filetes de pescado cocidos en una salsa de tomate, aceitunas, alcaparras, chiles y hierbas, originaria de Veracruz, México.;Filetes de pescado (como huachinango o pargo), tomates, cebolla, ajo, chiles jalapeños, aceitunas, alcaparras, aceite de oliva, laurel, orégano, cilantro fresco.;19000
471;Pollo al Horno;Pechugas de pollo sazonadas y horneadas hasta que estén tiernas y doradas.;Pechugas de pollo, aceite de oliva, sal, pimienta, hierbas aromáticas (tomillo, romero, etc.).;15000
472;Samosas;Empanadillas fritas o al horno rellenas de una mezcla de verduras, papas y especias, típicas de la cocina india.;Masa para empanadillas (harina, agua, aceite, sal), relleno (papas, guisantes, zanahorias, cebolla, especias como comino, cúrcuma, garam masala), aceite para freír.;19000
473;Tacos de Pescado;Filetes de pescado empanizados y fritos, servidos en tortillas de maíz con aderezos como repollo rallado, salsa de crema y cilantro.;Filetes de pescado (como tilapia o mahi-mahi), harina de maíz, huevo, aceite para freír, tortillas de maíz, repollo rallado, salsa de crema, cilantro, limón.;16000
474;Carpaccio de Res;Finas láminas de carne de res cruda marinadas con aceite de oliva, jugo de limón, alcaparras y queso parmesano, servidas como aperitivo.;Hongos o setas marinadas y laminadas finamente, aceite de oliva, jugo de limón, alcaparras, queso vegano parmesano (opcional), rúcula (para servir).;17000
475;Fajitas de Pollo;Tiras de pollo marinadas y asadas, generalmente servidas con tiras de pimientos y cebollas en tortillas de harina.;Pollo, pimientos, cebolla, tortillas de harina, especias para fajitas (comino, pimentón, chile en polvo), aceite de oliva.;9000
476;Ensalada Caprese;Una ensalada italiana clásica hecha con tomates frescos, mozzarella de búfala, hojas de albahaca y aceite de oliva.;Tomates maduros, mozzarella de búfala (o queso vegano tipo mozzarella), hojas de albahaca fresca, aceite de oliva virgen extra, vinagre balsámico, sal, pimienta.;8000
477;Sopa Minestrone;Una sopa italiana rica y abundante llena de verduras, frijoles y pasta.;Caldo de verduras, tomates, zanahorias, apio, cebolla, judías verdes, judías blancas, pasta (como codos o espaguetis rotos), aceite de oliva, hierbas frescas (albahaca, perejil), sal, pimienta.;4000
478;Quiche Lorraine;Un pastel salado francés hecho con una masa de hojaldre rellena de una mezcla de huevos batidos, crema, tocino y queso.;Masa para quiche (harina, mantequilla, agua, sal), huevos, crema de leche (o alternativa vegana), tocino vegano (opcional), queso vegano rallado, sal, pimienta, nuez moscada.;20000
479;Carpaccio de Salmón;Finas láminas de salmón crudo marinadas con aceite de oliva, jugo de limón, eneldo y alcaparras, servidas como aperitivo.;Filete de salmón fresco, aceite de oliva, jugo de limón, eneldo fresco, alcaparras, rúcula (para servir).;19000
480;Pato Pekinés; Un plato chino de pato asado servido con panqueques finos, salsa hoisin, cebollino y pepino en juliana.;Pato, panqueques para pato pekinés (o tortillas de harina), salsa hoisin, cebollino, pepino, cebolla verde.;5000
481;Crema de Mariscos;Una sopa cremosa hecha con una variedad de mariscos como camarones, mejillones y calamares, cocidos en caldo de pescado con verduras.;Caldo de pescado, camarones, mejillones, calamares, cebolla, zanahoria, apio, patatas, leche de coco (o crema de coco), sal, pimienta.;11000
482;Filete Wellington;Un filete de ternera cubierto con foie gras (o un relleno vegetal), envuelto en hojaldre y horneado.;Filete de ternera, hojaldre (asegúrate de que sea vegano), foie gras vegano o un relleno vegetal como champiñones y espinacas, huevo batido (o alternativa vegana), sal, pimienta.;5000
483;Sushi de Salmón;Rollos de sushi rellenos de arroz de sushi y salmón crudo, envueltos en alga nori.;Arroz de sushi, filete de salmón fresco, alga nori, vinagre de arroz, azúcar, sal, salsa de soja (opcional), wasabi, jengibre encurtido.;16000
484;Pasta Alfredo;Una pasta cremosa y reconfortante hecha con una salsa a base de mantequilla, crema y queso parmesano.;Pasta (como fettuccine), mantequilla, crema espesa, queso parmesano rallado, ajo, nuez moscada, perejil fresco, sal, pimienta.;15000
485;Ratatouille;Un guiso francés tradicionalmente hecho con una variedad de vegetales de verano como berenjenas, calabacines, tomates, pimientos y cebollas, cocidos lentamente en aceite de oliva con hierbas provenzales.;Berenjenas, calabacines, tomates, pimientos (rojos y verdes), cebollas, ajo, aceite de oliva, tomate triturado (o salsa de tomate), hierbas provenzales (tomillo, orégano, albahaca), sal, pimienta.;7000
486;Pollo a la Crema;Una receta clásica en la que los filetes de pollo se cocinan en una salsa cremosa y aromática, a menudo con champiñones y hierbas.;Pechugas de pollo, champiñones, cebolla, ajo, caldo de pollo, crema de leche, vino blanco (opcional), mantequilla, harina (para espesar la salsa), perejil, sal, pimienta.;8000
487;Moussaka;Plato tradicional de la cocina griega, consistente en capas de berenjena, carne picada de cordero o res sazonada, cubierta con una salsa de tomate y bechamel, horneada hasta que esté dorada y burbujeante.;Berenjena, carne picada de cordero o res, salsa de tomate, bechamel, cebolla, ajo, aceite de oliva, sal y pimienta, orégano, queso rallado (opcional, para gratinar).;20000
488;Sándwich Cubano;Un clásico de la cocina caribeña, compuesto por capas de jamón, cerdo asado, queso suizo, pepinillos y mostaza, todo prensado entre dos rebanadas de pan cubano y tostado.;Jamón, cerdo asado, queso suizo, pepinillos, mostaza, pan cubano.;19000
489;Ensalada Griega;Ensalada fresca y saludable de la cocina griega, compuesta por pepino, tomate, cebolla roja, aceitunas kalamata, queso feta, aderezada con aceite de oliva, orégano y zumo de limón.;Pepino, tomate, cebolla roja, aceitunas kalamata, queso feta, aceite de oliva, orégano, zumo de limón.;14000
490;Carne en Salsa;Trozos de carne tierna cocidos lentamente en una salsa aromática y sabrosa, a menudo a base de tomate, cebolla, ajo, hierbas y especias.;Carne, tomate, cebolla, ajo, hierbas (laurel, tomillo, orégano), especias (pimienta, comino), caldo de carne, aceite de oliva, sal.;11000
491;Pescado en Salsa de Mantequilla;Pescado cocido en salsa cremosa de mantequilla con limón, ajo y hierbas frescas, como perejil, acompañado de verduras al vapor.;Filetes de pescado, mantequilla, limón, ajo, perejil fresco, sal y pimienta, verduras al vapor (opcional).;10000
